Contest,ElectionLvl,ElectionType,Grain,Year,PrecinctAddress,Zipcode,City,State,County,RegVoters,REP,DEM,WRI,OVER,UNDER,RegVoterFinal,RegVoterCngRate,RepRegRate,RepRegVoterParticipation,RepRegVoterFinalParticipation,RepRegVoterParticipationCng,RepRegVoterSpecificParticipation,DemRegRate,DemRegVoterParticipation,DemRegVoterFinalParticipation,DemRegVoterParticipationCng,DemRegVoterSpecificParticipation,TotalParticipationRate,TotalFinalParticipationRate,RegNpaRate,NativeAmerican,AsianPacIsl,AfricanAmerican,Hispanic,White,Other,Multi,Unk,Male,Female,GenderUnk,Active,Inactive,CPF,DemReg,ECO,GRE,IND,LPF,NpaReg,PSL,REF,RepReg,under25,btwn2544,btwn4564,over65
U.S. Senate,Federal,General,Precinct,2018,12012 N Rome Ave,33612,Tampa,FL,Hillsborough,1071,355,400,5,0,6,714,1.50,0.36,0.33,0.50,0.17,1.37,0.41,0.37,0.56,0.19,1.36,0.70,1.06,0.22,1,12,36,64,564,11,8,18,312,388,14,690,24,0,295,0,0,1,0,158,0,0,260,51,192,270,201
U.S. Senate,Federal,General,Precinct,2018,12401 N 22nd St,33612,Tampa,FL,Hillsborough,346,108,134,0,0,1,220,1.57,0.43,0.31,0.49,0.18,1.14,0.45,0.39,0.61,0.22,1.35,0.70,1.10,0.12,0,3,6,5,200,2,0,4,71,149,0,211,9,0,99,0,0,0,0,26,0,0,95,0,0,2,218
U.S. Senate,Federal,General,Precinct,2018,13228 N Central Ave,33612,Tampa,FL,Hillsborough,873,125,177,0,0,5,624,1.40,0.19,0.14,0.20,0.06,1.05,0.49,0.20,0.28,0.08,0.58,0.35,0.48,0.31,5,12,104,175,291,10,6,21,315,286,23,538,86,0,306,0,0,3,4,192,0,0,119,71,188,250,115
U.S. Senate,Federal,General,Precinct,2018,1902 S Village Ave,33612,Tampa,FL,Hillsborough,2199,538,673,7,1,12,1448,1.52,0.29,0.24,0.37,0.13,1.27,0.40,0.31,0.46,0.16,1.16,0.55,0.84,0.30,3,17,159,253,944,20,12,40,691,718,39,1337,111,0,581,0,0,9,4,429,0,1,424,128,412,579,329
U.S. Senate,Federal,General,Precinct,2018,2121 E 131st Ave,33612,Tampa,FL,Hillsborough,2145,137,693,4,1,13,1508,1.42,0.11,0.06,0.09,0.03,0.84,0.56,0.32,0.46,0.14,0.83,0.39,0.55,0.33,6,28,654,388,326,25,19,62,655,784,69,1125,383,0,840,1,1,3,4,496,0,0,163,396,641,326,145
U.S. Senate,Federal,General,Precinct,2018,2202 E Busch Blvd,33612,Tampa,FL,Hillsborough,5228,544,1681,10,1,29,3451,1.51,0.13,0.10,0.16,0.05,1.21,0.58,0.32,0.49,0.17,0.84,0.43,0.64,0.28,13,36,1355,837,936,46,38,190,1432,1871,148,3015,436,0,2006,1,4,5,5,980,0,0,450,553,1178,1212,508
U.S. Senate,Federal,General,Precinct,2018,709 W Linebaugh Ave,33612,Tampa,FL,Hillsborough,2111,481,640,3,1,11,1372,1.54,0.26,0.23,0.35,0.12,1.37,0.45,0.30,0.47,0.16,1.04,0.53,0.82,0.28,4,25,115,350,797,16,10,55,615,707,50,1272,100,0,617,0,2,6,5,391,0,0,351,155,383,500,334
U.S. Senate,Federal,General,Precinct,2018,724 W 109th Ave,33612,Tampa,FL,Hillsborough,3071,461,887,5,1,23,2008,1.53,0.18,0.15,0.23,0.08,1.28,0.48,0.29,0.44,0.15,0.92,0.44,0.67,0.34,6,64,315,786,713,23,13,88,890,1043,75,1750,258,0,960,0,1,3,3,681,0,0,360,268,728,711,301
U.S. Senate,Federal,General,Precinct,2018,1201 Skipper Rd,33613,Tampa,FL,Hillsborough,3424,251,1059,3,0,11,2238,1.53,0.10,0.07,0.11,0.04,1.11,0.51,0.31,0.47,0.16,0.92,0.38,0.59,0.38,11,24,723,779,512,36,48,105,946,1192,100,1787,451,1,1148,0,0,7,6,849,0,1,226,526,864,655,193
U.S. Senate,Federal,General,Precinct,2018,14013 N 22nd St,33613,Tampa,FL,Hillsborough,8491,629,3193,15,1,46,5718,1.48,0.11,0.07,0.11,0.04,1.02,0.55,0.38,0.56,0.18,1.01,0.45,0.67,0.33,36,132,2204,1233,1639,101,104,269,2388,3063,267,4328,1390,0,3172,1,9,12,17,1888,0,0,619,1697,2302,1297,422
U.S. Senate,Federal,General,Precinct,2018,15520 N Boulevard,33613,Tampa,FL,Hillsborough,2393,1064,684,5,0,18,1652,1.45,0.51,0.44,0.64,0.20,1.26,0.30,0.29,0.41,0.13,1.39,0.73,1.06,0.19,5,27,58,117,1399,16,10,20,757,877,18,1587,65,0,491,0,2,4,2,310,0,0,843,113,316,620,603
U.S. Senate,Federal,General,Precinct,2018,16235 Lake Magdalene Blvd,33613,Tampa,FL,Hillsborough,1935,493,649,2,0,12,1255,1.54,0.31,0.25,0.39,0.14,1.28,0.41,0.34,0.52,0.18,1.26,0.59,0.91,0.28,0,24,138,210,828,11,9,35,577,647,31,1172,83,0,514,0,0,2,6,349,0,0,384,114,394,473,274
U.S. Senate,Federal,General,Precinct,2018,4100 E Fletcher Ave,33613,Tampa,FL,Hillsborough,308,118,97,0,0,7,211,1.46,0.54,0.38,0.56,0.18,1.04,0.36,0.31,0.46,0.14,1.26,0.70,1.02,0.10,1,1,6,4,191,1,1,6,60,148,3,199,12,0,77,0,0,0,0,21,0,0,113,0,1,6,204
U.S. Senate,Federal,General,Precinct,2018,808 W Bearss Ave,33613,Tampa,FL,Hillsborough,2643,846,874,7,0,21,1826,1.45,0.35,0.32,0.46,0.14,1.31,0.41,0.33,0.48,0.15,1.18,0.65,0.94,0.23,5,31,137,253,1328,18,13,41,809,980,37,1711,115,0,742,0,2,3,5,429,1,0,644,145,455,699,527
U.S. Senate,Federal,General,Precinct,2018,2707 W Waters Ave,33614,Tampa,FL,Hillsborough,5380,1149,1888,13,1,28,3514,1.53,0.23,0.21,0.33,0.11,1.45,0.46,0.35,0.54,0.19,1.16,0.56,0.86,0.31,5,89,463,1130,1626,42,33,126,1531,1847,135,3090,424,1,1629,0,1,5,8,1076,0,0,794,472,1228,1172,642
U.S. Senate,Federal,General,Precinct,2018,2828 W Kirby St,33614,Tampa,FL,Hillsborough,2120,441,562,3,1,6,1434,1.48,0.22,0.21,0.31,0.10,1.39,0.43,0.27,0.39,0.13,0.91,0.47,0.70,0.34,5,34,90,658,554,15,9,69,658,705,71,1286,148,0,616,0,1,3,1,494,1,0,318,170,469,511,284
U.S. Senate,Federal,General,Precinct,2018,3809 W Broad St,33614,Tampa,FL,Hillsborough,4957,927,1417,8,1,27,3252,1.52,0.21,0.19,0.29,0.10,1.35,0.44,0.29,0.44,0.15,0.98,0.47,0.72,0.34,6,142,305,1692,864,49,25,169,1373,1686,193,2904,348,1,1439,0,1,4,5,1117,0,0,685,427,1134,1112,579
U.S. Senate,Federal,General,Precinct,2018,4810 N Himes Ave,33614,Tampa,FL,Hillsborough,802,102,154,0,0,4,552,1.45,0.19,0.13,0.18,0.06,0.99,0.44,0.19,0.28,0.09,0.63,0.32,0.46,0.37,2,4,95,202,201,5,15,28,301,225,26,416,136,0,245,0,0,2,0,202,0,0,103,159,144,185,64
U.S. Senate,Federal,General,Precinct,2018,5902 N Himes Ave,33614,Tampa,FL,Hillsborough,3492,764,919,5,0,18,2362,1.48,0.27,0.22,0.32,0.10,1.19,0.42,0.26,0.39,0.13,0.93,0.48,0.71,0.30,2,39,64,1331,758,33,14,121,1062,1170,130,2246,116,0,991,0,0,4,6,718,0,0,643,268,589,779,726
U.S. Senate,Federal,General,Precinct,2018,6830 N Habana Ave,33614,Tampa,FL,Hillsborough,2522,515,840,5,2,15,1671,1.51,0.23,0.20,0.31,0.10,1.36,0.50,0.33,0.50,0.17,1.01,0.54,0.81,0.27,4,15,196,579,794,17,13,53,779,846,46,1495,176,0,829,0,0,4,3,456,0,0,379,202,547,562,360
U.S. Senate,Federal,General,Precinct,2018,10905 Memorial Hwy,33615,Tampa,FL,Hillsborough,7730,1660,2492,12,2,57,5035,1.54,0.26,0.21,0.33,0.11,1.26,0.41,0.32,0.49,0.17,1.22,0.54,0.82,0.33,16,215,490,1760,2212,95,38,209,2304,2544,187,4750,285,0,2042,0,0,17,7,1653,0,0,1316,616,1631,2050,738
U.S. Senate,Federal,General,Precinct,2018,6100 Memorial Hwy,33615,Tampa,FL,Hillsborough,3358,1067,1129,9,1,24,2265,1.48,0.35,0.32,0.47,0.15,1.35,0.35,0.34,0.50,0.16,1.43,0.65,0.97,0.29,4,50,150,331,1631,29,17,53,1095,1112,58,2042,223,0,788,0,4,8,8,664,0,0,793,216,764,877,408
U.S. Senate,Federal,General,Precinct,2018,7215 Sheldon Rd,33615,Tampa,FL,Hillsborough,3260,1022,969,5,0,15,2156,1.51,0.35,0.31,0.47,0.16,1.35,0.33,0.30,0.45,0.15,1.35,0.61,0.92,0.31,9,76,199,331,1426,31,22,62,979,1121,56,1923,233,0,718,0,2,10,7,663,0,1,755,193,725,842,396
U.S. Senate,Federal,General,Precinct,2018,7259 Sheldon Rd,33615,Tampa,FL,Hillsborough,4501,881,1371,11,1,27,2880,1.56,0.25,0.20,0.31,0.11,1.25,0.42,0.30,0.48,0.17,1.14,0.50,0.78,0.33,4,70,164,1064,1428,35,14,101,1266,1490,124,2686,194,1,1205,0,2,6,8,952,0,0,706,307,819,1080,674
U.S. Senate,Federal,General,Precinct,2018,7601 Jackson Springs Rd,33615,Tampa,FL,Hillsborough,3377,855,1100,7,1,29,2261,1.49,0.28,0.25,0.38,0.12,1.36,0.42,0.33,0.49,0.16,1.16,0.58,0.86,0.30,1,29,168,828,1116,27,17,75,1010,1175,76,2082,179,0,952,0,2,4,4,672,0,0,627,256,614,811,580
U.S. Senate,Federal,General,Precinct,2018,7606 Paula Dr,33615,Tampa,FL,Hillsborough,2881,604,844,6,0,21,1994,1.44,0.24,0.21,0.30,0.09,1.24,0.43,0.29,0.42,0.13,0.99,0.50,0.73,0.32,6,21,152,814,877,27,12,85,874,1035,85,1809,185,0,855,0,1,3,1,647,0,0,487,227,633,687,447
U.S. Senate,Federal,General,Precinct,2018,8606 Boulder Ct,33615,Tampa,FL,Hillsborough,2705,517,864,2,0,14,1753,1.54,0.22,0.19,0.29,0.10,1.35,0.47,0.32,0.49,0.17,1.05,0.51,0.79,0.31,3,23,141,850,665,12,9,50,750,937,66,1585,168,0,821,0,0,2,1,547,0,0,382,170,455,611,517
U.S. Senate,Federal,General,Precinct,2018,9315 Memorial Hwy,33615,Tampa,FL,Hillsborough,3519,783,1027,7,0,19,2235,1.57,0.26,0.22,0.35,0.13,1.36,0.40,0.29,0.46,0.17,1.14,0.51,0.81,0.33,3,94,206,771,1035,23,14,89,1016,1137,82,2013,222,0,904,0,1,3,6,744,0,0,577,277,722,876,360
U.S. Senate,Federal,General,Precinct,2018,4207 W Oklahoma Ave,33616,Tampa,FL,Hillsborough,4604,1000,1508,14,1,30,3033,1.52,0.27,0.22,0.33,0.11,1.22,0.40,0.33,0.50,0.17,1.23,0.54,0.83,0.32,16,131,463,463,1770,48,38,104,1365,1572,96,2707,326,3,1227,0,0,11,9,962,0,0,821,393,1151,999,490
U.S. Senate,Federal,General,Precinct,2018,4702 W McCoy St,33616,Tampa,FL,Hillsborough,8674,2368,2489,21,0,40,5739,1.51,0.33,0.27,0.41,0.14,1.24,0.34,0.29,0.43,0.15,1.29,0.56,0.85,0.32,13,191,710,575,3943,93,59,155,2707,2894,137,5054,685,1,1931,0,7,30,17,1847,0,1,1905,665,2413,1956,705
U.S. Senate,Federal,General,Precinct,2018,13101 USF Sycamore Dr,33617,Tampa,FL,Hillsborough,2141,218,1017,7,1,14,1541,1.39,0.14,0.10,0.14,0.04,1.00,0.51,0.48,0.66,0.18,1.30,0.58,0.80,0.34,4,62,460,212,663,35,36,69,669,801,71,1117,424,0,783,0,4,10,6,519,0,0,219,412,713,316,100
U.S. Senate,Federal,General,Precinct,2018,5030 E Busch Blvd,33617,Tampa,FL,Hillsborough,5077,645,2115,12,0,35,3278,1.55,0.17,0.13,0.20,0.07,1.16,0.54,0.42,0.65,0.23,1.19,0.54,0.84,0.28,8,86,1084,631,1198,83,68,120,1377,1778,123,2867,411,0,1774,0,4,6,6,932,0,1,555,635,1080,996,567
U.S. Senate,Federal,General,Precinct,2018,5500 E Sligh Ave,33617,Tampa,FL,Hillsborough,1390,81,658,2,0,13,905,1.54,0.08,0.06,0.09,0.03,1.09,0.73,0.47,0.73,0.25,1.00,0.53,0.82,0.19,4,6,601,94,131,6,7,56,346,525,34,807,98,0,657,0,0,0,1,172,0,1,74,116,328,305,156
U.S. Senate,Federal,General,Precinct,2018,8718 N 46th St,33617,Tampa,FL,Hillsborough,6694,589,3180,11,1,49,4530,1.48,0.11,0.09,0.13,0.04,1.20,0.66,0.48,0.70,0.23,1.07,0.56,0.83,0.23,18,47,2543,621,991,77,60,173,1803,2569,158,3934,596,0,2984,0,2,9,7,1039,0,0,489,714,1556,1538,722
U.S. Senate,Federal,General,Precinct,2018,12708 N Dale Mabry Hwy,33618,Tampa,FL,Hillsborough,2367,939,793,4,0,14,1707,1.39,0.45,0.40,0.55,0.15,1.23,0.33,0.34,0.46,0.13,1.40,0.73,1.01,0.22,4,22,81,190,1357,15,7,31,776,899,32,1624,83,0,566,0,1,1,4,374,0,0,761,158,352,677,520
U.S. Senate,Federal,General,Precinct,2018,13115 S Village Dr,33618,Tampa,FL,Hillsborough,912,393,321,1,1,3,616,1.48,0.50,0.43,0.64,0.21,1.27,0.31,0.35,0.52,0.17,1.67,0.78,1.16,0.18,3,4,7,50,533,5,2,12,273,339,4,599,17,0,192,0,0,2,4,108,0,0,310,41,99,222,254
U.S. Senate,Federal,General,Precinct,2018,2902 W Bearss Ave,33618,Tampa,FL,Hillsborough,5769,1770,1845,8,2,27,3888,1.48,0.37,0.31,0.46,0.15,1.24,0.36,0.32,0.47,0.15,1.32,0.63,0.93,0.27,10,118,284,789,2487,61,27,112,1747,2027,114,3627,261,0,1402,0,3,9,8,1034,0,2,1430,432,1112,1565,779
U.S. Senate,Federal,General,Precinct,2018,2902 W Fletcher Ave,33618,Tampa,FL,Hillsborough,2625,910,943,4,0,16,1805,1.45,0.36,0.35,0.50,0.16,1.39,0.39,0.36,0.52,0.16,1.35,0.71,1.03,0.24,7,50,104,259,1308,20,11,46,802,960,43,1664,141,0,701,1,1,4,6,435,0,0,657,172,553,657,423
U.S. Senate,Federal,General,Precinct,2018,3120 Clay Mangum Ln,33618,Tampa,FL,Hillsborough,2271,845,803,4,1,13,1583,1.43,0.42,0.37,0.53,0.16,1.26,0.36,0.35,0.51,0.15,1.40,0.73,1.04,0.21,4,36,71,173,1215,24,15,45,711,826,46,1511,72,1,572,0,0,2,6,334,0,0,668,144,371,620,448
U.S. Senate,Federal,General,Precinct,2018,3515 McFarland Rd,33618,Tampa,FL,Hillsborough,3772,1531,1316,4,0,22,2634,1.43,0.44,0.41,0.58,0.18,1.32,0.35,0.35,0.50,0.15,1.41,0.75,1.08,0.20,3,27,84,245,2162,36,13,64,1231,1346,57,2521,113,0,933,0,2,1,7,533,0,0,1158,229,629,1042,734
U.S. Senate,Federal,General,Precinct,2018,3714 W Linebaugh Ave,33618,Tampa,FL,Hillsborough,2236,888,693,5,0,3,1530,1.46,0.45,0.40,0.58,0.18,1.30,0.33,0.31,0.45,0.14,1.37,0.71,1.03,0.22,2,46,74,185,1152,21,5,45,689,800,41,1449,81,1,507,0,0,4,5,331,0,0,682,154,412,565,399
U.S. Senate,Federal,General,Precinct,2018,4537 Lowell Rd,33618,Tampa,FL,Hillsborough,4786,1413,1564,10,0,29,3197,1.50,0.33,0.30,0.44,0.15,1.35,0.38,0.33,0.49,0.16,1.29,0.62,0.93,0.29,12,103,208,737,1959,49,24,105,1396,1708,93,2969,228,1,1216,0,1,5,10,918,0,0,1046,345,903,1262,687
U.S. Senate,Federal,General,Precinct,2018,1301 S 78th St,33619,Tampa,FL,Hillsborough,2041,246,624,0,0,6,1391,1.47,0.15,0.12,0.18,0.06,1.19,0.52,0.31,0.45,0.14,0.87,0.43,0.63,0.34,4,14,379,499,385,12,16,82,587,731,73,1257,134,0,717,0,0,1,0,466,0,0,207,171,482,478,260
U.S. Senate,Federal,General,Precinct,2018,3015 S 75th St,33619,Tampa,FL,Hillsborough,2541,447,697,4,0,4,1703,1.49,0.20,0.18,0.26,0.09,1.31,0.49,0.27,0.41,0.13,0.83,0.45,0.67,0.31,1,19,402,537,642,14,9,79,777,857,69,1549,154,0,836,0,1,2,0,523,0,1,340,216,527,630,330
U.S. Senate,Federal,General,Precinct,2018,3724 N 54th St,33619,Tampa,FL,Hillsborough,2767,160,1105,8,0,24,1777,1.56,0.09,0.06,0.09,0.03,1.01,0.66,0.40,0.62,0.22,0.94,0.46,0.71,0.25,7,12,1081,187,375,17,17,81,709,989,79,1565,212,0,1176,0,1,1,2,438,0,0,159,282,612,590,293
U.S. Senate,Federal,General,Precinct,2018,5415 Palm River Rd,33619,Tampa,FL,Hillsborough,1900,272,666,3,0,9,1308,1.45,0.16,0.14,0.21,0.06,1.31,0.56,0.35,0.51,0.16,0.91,0.49,0.72,0.28,5,13,495,314,407,10,5,59,552,692,64,1140,168,0,734,0,0,3,1,362,0,0,208,156,435,457,260
U.S. Senate,Federal,General,Precinct,2018,7001 12th Ave S,33619,Tampa,FL,Hillsborough,2624,363,813,5,1,11,1787,1.47,0.16,0.14,0.20,0.06,1.26,0.56,0.31,0.45,0.15,0.81,0.45,0.66,0.28,3,18,588,541,518,15,19,85,795,899,93,1598,189,0,998,0,2,4,3,492,0,0,288,266,595,614,312
U.S. Senate,Federal,General,Precinct,2018,7625 Palm River Rd,33619,Tampa,FL,Hillsborough,2899,379,1040,10,0,9,1850,1.57,0.16,0.13,0.20,0.07,1.31,0.49,0.36,0.56,0.20,1.15,0.49,0.77,0.35,6,57,581,512,573,28,22,71,800,987,63,1645,205,1,901,0,0,10,8,639,0,1,290,244,759,654,193
U.S. Senate,Federal,General,Precinct,2018,8701 Progress Blvd,33619,Tampa,FL,Hillsborough,8776,1336,3607,19,0,31,5395,1.63,0.20,0.15,0.25,0.10,1.26,0.49,0.41,0.67,0.26,1.37,0.56,0.92,0.30,11,140,1954,771,2222,85,54,158,2360,2885,149,4764,631,1,2627,0,3,44,24,1634,0,0,1062,729,2509,1488,669
U.S. Senate,Federal,General,Precinct,2018,4103 USF Cedar Dr,33620,Tampa,FL,Hillsborough,1768,280,1036,4,0,10,955,1.85,0.18,0.16,0.29,0.13,1.59,0.44,0.59,1.08,0.50,2.46,0.74,1.38,0.36,4,41,154,169,443,14,35,95,335,498,122,786,169,0,421,1,0,1,10,346,0,0,176,835,99,18,3
U.S. Senate,Federal,General,Precinct,2018,11380 Brookgreen Dr,33624,Tampa,FL,Hillsborough,3483,615,1269,6,0,26,2310,1.51,0.24,0.18,0.27,0.09,1.12,0.43,0.36,0.55,0.19,1.27,0.54,0.82,0.33,1,81,274,856,933,46,19,100,978,1245,87,2152,158,0,1003,0,0,3,3,752,0,1,548,250,816,842,402
U.S. Senate,Federal,General,Precinct,2018,15550 Spring Pine Dr,33624,Tampa,FL,Hillsborough,1958,629,614,2,0,15,1296,1.51,0.39,0.32,0.49,0.16,1.24,0.33,0.31,0.47,0.16,1.43,0.63,0.96,0.27,2,37,84,207,907,16,7,36,577,693,26,1233,63,0,428,0,0,2,1,356,1,0,508,112,394,470,320
U.S. Senate,Federal,General,Precinct,2018,15728 Country Lake Dr,33624,Tampa,FL,Hillsborough,4083,1296,1368,11,1,36,2687,1.52,0.34,0.32,0.48,0.16,1.40,0.37,0.34,0.51,0.17,1.37,0.65,0.99,0.28,8,103,216,556,1683,37,17,67,1214,1400,73,2564,123,0,998,0,2,5,7,747,0,1,927,280,762,1088,557
U.S. Senate,Federal,General,Precinct,2018,4417 Northdale Blvd,33624,Tampa,FL,Hillsborough,2550,640,941,7,0,12,1685,1.51,0.29,0.25,0.38,0.13,1.31,0.41,0.37,0.56,0.19,1.36,0.62,0.94,0.29,2,43,182,311,1045,29,9,64,706,932,47,1489,196,0,692,0,0,11,5,489,0,0,488,193,540,580,372
U.S. Senate,Federal,General,Precinct,2018,4811 Ehrlich Rd,33624,Tampa,FL,Hillsborough,4026,1431,1379,7,1,21,2767,1.46,0.39,0.36,0.52,0.16,1.32,0.34,0.34,0.50,0.16,1.45,0.70,1.02,0.26,7,68,120,365,2062,54,12,79,1262,1446,59,2656,111,1,954,0,2,6,4,717,0,1,1082,261,692,1046,768
U.S. Senate,Federal,General,Precinct,2018,10619 Henderson Rd,33625,Tampa,FL,Hillsborough,3735,889,1323,8,1,21,2469,1.51,0.28,0.24,0.36,0.12,1.30,0.41,0.35,0.54,0.18,1.30,0.59,0.90,0.30,10,114,264,734,1199,51,12,85,1056,1330,83,2309,160,0,1021,0,2,3,5,752,0,0,686,252,800,942,475
U.S. Senate,Federal,General,Precinct,2018,11450 Faith Cir,33625,Tampa,FL,Hillsborough,4498,1036,1535,12,0,28,2853,1.58,0.28,0.23,0.36,0.13,1.31,0.40,0.34,0.54,0.20,1.35,0.57,0.90,0.32,5,66,233,1025,1361,43,23,97,1282,1478,92,2694,159,0,1140,0,3,7,6,904,0,0,793,316,972,1094,471
U.S. Senate,Federal,General,Precinct,2018,13312 Cain Rd,33625,Tampa,FL,Hillsborough,4742,1420,1568,12,0,18,3097,1.53,0.37,0.30,0.46,0.16,1.24,0.34,0.33,0.51,0.18,1.49,0.63,0.96,0.28,5,162,226,593,1940,49,17,105,1420,1579,98,2933,164,0,1053,0,1,13,10,872,1,0,1147,328,911,1378,480
U.S. Senate,Federal,General,Precinct,2018,14514 Del Valle Rd,33625,Tampa,FL,Hillsborough,3834,1365,1307,8,0,21,2542,1.51,0.41,0.36,0.54,0.18,1.32,0.32,0.34,0.51,0.17,1.59,0.70,1.05,0.26,6,61,223,314,1814,49,12,63,1222,1255,65,2425,117,2,821,0,0,7,12,669,0,0,1031,279,685,1128,450
U.S. Senate,Federal,General,Precinct,2018,5395 Ehrlich Rd,33625,Tampa,FL,Hillsborough,4043,1297,1398,9,0,25,2750,1.47,0.37,0.32,0.47,0.15,1.26,0.36,0.35,0.51,0.16,1.41,0.67,0.98,0.26,6,58,158,516,1885,37,11,79,1261,1410,79,2597,153,0,989,0,1,9,11,709,0,1,1030,250,695,1178,627
U.S. Senate,Federal,General,Precinct,2018,10405 Countryway Blvd,33626,Tampa,FL,Hillsborough,4822,1796,1636,4,0,21,3083,1.56,0.44,0.37,0.58,0.21,1.33,0.27,0.34,0.53,0.19,1.96,0.71,1.11,0.28,4,115,117,227,2491,39,19,71,1466,1536,81,2829,254,0,833,0,2,9,17,873,0,0,1349,328,1071,1307,377
U.S. Senate,Federal,General,Precinct,2018,10701 Sheldon Rd,33626,Tampa,FL,Hillsborough,6908,2134,2347,19,0,25,4330,1.60,0.35,0.31,0.49,0.18,1.40,0.32,0.34,0.54,0.20,1.70,0.65,1.03,0.32,13,268,313,684,2798,90,31,133,1970,2240,120,3912,418,0,1382,0,0,16,9,1399,0,0,1524,428,1590,1710,602
U.S. Senate,Federal,General,Precinct,2018,11211 Countryway Blvd,33626,Tampa,FL,Hillsborough,3047,1146,1018,4,0,12,1965,1.55,0.44,0.38,0.58,0.21,1.31,0.27,0.33,0.52,0.18,1.92,0.71,1.10,0.28,4,68,84,162,1564,23,12,48,947,972,46,1827,138,1,529,0,0,9,5,547,0,1,873,191,568,904,302
U.S. Senate,Federal,General,Precinct,2018,11211 Sheldon Rd,33626,Tampa,FL,Hillsborough,1479,337,434,3,2,8,926,1.60,0.24,0.23,0.36,0.14,1.54,0.42,0.29,0.47,0.18,1.10,0.52,0.83,0.33,2,23,94,255,514,21,5,12,370,534,22,839,87,0,393,0,1,2,4,307,0,0,219,110,289,294,233
U.S. Senate,Federal,General,Precinct,2018,12951 W Linebaugh Ave,33626,Tampa,FL,Hillsborough,1137,443,341,1,0,5,780,1.46,0.45,0.39,0.57,0.18,1.25,0.30,0.30,0.44,0.14,1.44,0.69,1.01,0.24,4,13,33,69,624,11,7,19,326,437,17,704,76,0,236,0,0,4,2,184,0,0,354,60,178,230,312
U.S. Senate,Federal,General,Precinct,2018,14301 Nine Eagles Dr,33626,Tampa,FL,Hillsborough,6760,2812,1927,12,1,20,4383,1.54,0.45,0.42,0.64,0.23,1.42,0.25,0.29,0.44,0.15,1.77,0.70,1.08,0.29,13,309,188,337,3329,64,22,121,2050,2203,129,4155,228,0,1087,0,1,21,9,1290,0,0,1975,410,1254,2060,659
U.S. Senate,Federal,General,Precinct,2018,14720 Ed Radice Dr,33626,Tampa,FL,Hillsborough,1650,686,484,4,0,5,1114,1.48,0.44,0.42,0.62,0.20,1.40,0.29,0.29,0.43,0.14,1.51,0.71,1.05,0.27,0,23,46,116,890,8,5,26,520,571,23,1074,40,0,320,0,1,6,1,296,0,1,489,96,278,558,182
U.S. Senate,Federal,General,Precinct,2018,2515 Bayshore Blvd,33629,Tampa,FL,Hillsborough,2282,908,828,3,0,14,1544,1.48,0.47,0.40,0.59,0.19,1.25,0.30,0.36,0.54,0.17,1.78,0.76,1.12,0.22,4,44,18,88,1327,18,6,39,718,792,34,1467,77,0,466,0,0,2,6,343,0,0,727,142,387,741,274
U.S. Senate,Federal,General,Precinct,2018,2629 Bayshore Blvd,33629,Tampa,FL,Hillsborough,3224,1159,1316,3,0,11,2148,1.50,0.42,0.36,0.54,0.18,1.29,0.36,0.41,0.61,0.20,1.70,0.77,1.15,0.21,5,27,37,139,1865,25,9,41,910,1206,32,1987,161,0,774,0,0,8,10,457,0,0,899,149,545,591,863
U.S. Senate,Federal,General,Precinct,2018,3511 W Bay To Bay Blvd,33629,Tampa,FL,Hillsborough,4709,1906,1713,5,0,28,3187,1.48,0.48,0.40,0.60,0.19,1.24,0.31,0.36,0.54,0.17,1.76,0.77,1.14,0.21,2,80,37,167,2802,27,14,58,1484,1645,58,3034,153,0,973,0,4,5,10,662,0,0,1533,279,1033,1358,517
U.S. Senate,Federal,General,Precinct,2018,3723 W Bay To Bay Blvd,33629,Tampa,FL,Hillsborough,5728,2403,2039,7,2,18,3879,1.48,0.49,0.42,0.62,0.20,1.27,0.32,0.36,0.53,0.17,1.65,0.78,1.15,0.19,4,71,47,247,3379,42,9,80,1836,1978,65,3677,202,0,1234,0,3,9,7,733,0,0,1893,326,1192,1686,675
U.S. Senate,Federal,General,Precinct,2018,4811 George Rd,33634,Tampa,FL,Hillsborough,1979,319,695,2,0,6,1323,1.50,0.20,0.16,0.24,0.08,1.19,0.43,0.35,0.53,0.17,1.23,0.51,0.77,0.36,3,26,243,363,595,24,15,54,610,668,44,1031,292,0,563,0,0,8,11,474,0,0,267,205,641,336,141
U.S. Senate,Federal,General,Precinct,2018,5500 Memorial Hwy,33634,Tampa,FL,Hillsborough,4247,1034,1205,7,1,24,2814,1.51,0.28,0.24,0.37,0.12,1.33,0.40,0.28,0.43,0.14,1.08,0.53,0.80,0.32,9,82,246,961,1358,36,31,91,1315,1391,108,2567,247,0,1115,0,1,2,6,911,0,0,779,342,934,957,581
U.S. Senate,Federal,General,Precinct,2018,5601 Hanley Rd,33634,Tampa,FL,Hillsborough,5797,1287,1961,8,0,19,3764,1.54,0.26,0.22,0.34,0.12,1.32,0.42,0.34,0.52,0.18,1.25,0.56,0.86,0.32,4,156,370,1350,1628,67,30,159,1654,1959,151,3550,214,0,1571,0,2,3,9,1206,0,1,972,359,1180,1403,822
